97.97,97.42,98.39,96.94,98.01,95.54,97.24,91.70,97.20,97.34
99.46,98.54,99.60,98.83,99.08,99.21,98.68,97.72,99.48,100.00
99.33,98.94,99.33,99.34,99.30,99.33,98.92,96.67,98.32,98.91
100.00,100.00,100.00,100.00,100.00,99.87,100.00,99.08,100.00,100.00
100.00,99.73,99.72,99.73,99.74,99.73,99.06,99.74,99.60,99.21
99.35,99.17,99.08,98.56,98.55,98.14,98.82,95.43,98.79,99.17
100.00,100.00,100.00,100.00,99.86,99.86,100.00,100.00,100.00,100.00
99.33,99.48,99.47,99.18,99.46,99.19,99.21,96.86,99.32,99.06
99.60,100.00,99.87,99.87,99.47,99.73,99.46,97.67,99.60,99.73
99.46,99.47,99.34,99.47,99.46,98.44,99.60,94.85,99.34,100.00
