55.04,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
98.79,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
97.88,100.00,99.62,100.00,100.00,100.00,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,99.60,100.00,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,100.00,95.88,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,99.58,96.85,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,100.00,98.64,100.00,87.71,100.00,100.00
100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.16,100.00,100.00
100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.28,100.00,100.00
