99.81,0.00,0.00,0.00,0.00
0.00,98.14,0.00,0.00,0.00
0.00,0.38,99.33,0.00,0.00
0.00,0.00,0.63,99.49,0.00
0.00,0.00,0.00,0.30,98.18
