99.72,3.80,13.02,0.00,0.00
98.81,98.49,5.56,6.35,1.73
85.70,96.14,95.85,0.00,0.00
46.23,75.15,95.92,98.50,0.00
52.64,67.47,82.84,97.36,97.85
