62.20,5.25,9.21,10.04,18.29
60.82,68.10,42.46,37.34,38.85
37.69,65.22,55.38,37.17,34.83
51.86,52.09,68.20,79.86,52.11
23.67,44.67,49.52,77.52,65.27
