100.00,83.60,64.40,57.30,91.40,12.40,91.10,58.20,61.60,88.80
100.00,100.00,97.70,93.00,100.00,0.90,100.00,96.60,86.90,99.50
100.00,100.00,100.00,99.90,100.00,99.10,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
100.00,99.90,100.00,100.00,100.00,100.00,99.60,100.00,100.00,100.00
100.00,95.90,100.00,100.00,100.00,100.00,12.30,100.00,100.00,100.00
100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.00,100.00,100.00
100.00,99.80,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.90
100.00,99.90,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.50
100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
