98.05,97.60,100.00,98.72,97.78,97.74,97.67,98.13,99.22,98.02
99.61,98.03,99.21,99.63,96.95,100.00,97.15,97.46,99.58,100.00
99.15,97.29,98.79,98.72,98.74,98.05,96.92,96.30,98.78,99.60
99.10,98.37,98.80,98.89,100.00,99.61,98.84,99.63,98.44,99.21
99.64,99.59,99.64,99.18,100.00,100.00,98.84,99.58,99.61,99.17
100.00,100.00,99.62,99.21,99.57,100.00,98.12,98.86,100.00,100.00
99.58,99.60,100.00,100.00,100.00,100.00,99.21,99.13,100.00,100.00
100.00,100.00,100.00,100.00,99.17,100.00,99.21,100.00,100.00,99.59
99.57,100.00,99.57,100.00,99.61,99.18,99.62,99.64,99.63,98.85
100.00,99.56,100.00,100.00,100.00,100.00,98.72,100.00,100.00,100.00
