99.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.97,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.13,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.32,0.00,0.00,99.74,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,99.87,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
0.13,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
