99.90,0.00,0.00,0.00,0.00
99.62,97.36,0.21,0.51,2.40
99.81,97.14,98.14,18.47,3.53
99.81,92.67,97.92,99.48,12.92
99.62,95.15,97.00,98.57,95.56
