100.00,38.20,63.60,59.00,55.00,0.10,61.20,18.80,77.10,15.00
100.00,100.00,59.10,42.70,49.40,0.10,54.60,17.00,62.70,18.60
100.00,100.00,100.00,69.50,60.90,0.50,45.80,45.70,66.00,21.40
100.00,100.00,100.00,100.00,79.30,11.00,75.30,36.40,55.80,15.70
99.90,100.00,100.00,100.00,100.00,11.60,39.10,39.20,73.90,40.00
100.00,100.00,100.00,100.00,100.00,100.00,65.50,16.00,43.30,17.50
99.80,100.00,100.00,100.00,100.00,100.00,100.00,47.80,82.60,42.00
95.40,86.50,100.00,99.90,100.00,100.00,100.00,100.00,89.40,22.70
99.30,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,22.20
82.60,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
