86.81,4.55,3.64,3.28,7.07
64.04,70.48,32.06,27.89,24.17
29.85,56.64,78.83,0.00,0.00
46.36,25.52,59.60,75.20,0.00
43.03,15.56,1.12,41.21,77.14
