85.92,0.00,0.64,0.19,6.68
75.45,75.20,8.76,7.33,28.76
71.37,52.60,78.71,6.88,16.70
36.53,30.37,45.00,86.32,1.86
66.73,31.98,44.29,67.32,83.23
