83.95,9.85,21.40,20.50,26.10
55.85,79.80,28.90,39.00,59.70
52.75,67.90,80.10,29.05,43.65
55.45,65.40,76.15,91.25,41.20
51.45,64.50,64.65,85.25,91.20
