96.85,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
100.00,97.57,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
100.00,99.73,99.86,100.00,100.00,100.00,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,99.87,100.00,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,100.00,100.00,99.74,100.00,100.00,100.00
100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.86,100.00
100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.87
