99.49,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
100.00,99.20,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
100.00,100.00,91.50,100.00,100.00,100.00,100.00,100.00,100.00,100.00
100.00,100.00,100.00,89.12,100.00,100.00,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,99.59,100.00,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
